experiment	submitFileName	 file licensePlate	distinguishing character	ENCSR
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2DukeRawDataRep1.fastq.gz	ENCFF000MCF	Duke	ENCSR592WWM
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2OpenchromgrowprotSitesRep1.bed9.bigBed	ENCFF000MCJ	Duke	ENCSR592WWM
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2OpenchromgrowprotSitesRep2.bed9.bigBed	ENCFF000MCK	Duke	ENCSR592WWM
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2DukeRawDataRep2.fastq.gz	ENCFF000MCN	Duke	ENCSR592WWM
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2DukeSitesRep1.bed.gz	ENCFF001TMY	Duke	ENCSR592WWM
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2DukeSitesRep2.bed.gz	ENCFF001TMZ	Duke	ENCSR592WWM
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2HaibSitesRep1.bed.bigBed	ENCFF000MCE	HAIB	ENCSR530RCY
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2HaibSitesRep2.bed.bigBed	ENCFF000MCG	HAIB	ENCSR530RCY
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2HudsonalphagrowprotSitesRep1.bed9.bigBed	ENCFF000MCH	HAIB	ENCSR530RCY
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2HudsonalphagrowprotSitesRep2.bed9.bigBed	ENCFF000MCI	HAIB	ENCSR530RCY
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2HaibRawDataRep2.fastq.gz	ENCFF000MCL	HAIB	ENCSR530RCY
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2HaibRawDataRep1.fastq.gz	ENCFF000MCR	HAIB	ENCSR530RCY
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2HaibSitesRep1.bed.gz	ENCFF001TNA	HAIB	ENCSR530RCY
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2HaibSitesRep2.bed.gz	ENCFF001TNB	HAIB	ENCSR530RCY
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7DukeSitesRep1.bed.bigBed	ENCFF000MHP	Duke	ENCSR939RXT
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7DukeSitesRep2.bed.bigBed	ENCFF000MHQ	Duke	ENCSR939RXT
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7OpenchromgrowprotSitesRep1.bed9.bigBed	ENCFF000MHR	Duke	ENCSR939RXT
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7OpenchromgrowprotSitesRep2.bed9.bigBed	ENCFF000MHS	Duke	ENCSR939RXT
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7DukeRawDataRep2.fastq.gz	ENCFF000MHT	Duke	ENCSR939RXT
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7DukeRawDataRep1.fastq.gz	ENCFF000MHU	Duke	ENCSR939RXT
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7DukeSitesRep1.bed.gz	ENCFF001TOZ	Duke	ENCSR939RXT
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7DukeSitesRep2.bed.gz	ENCFF001TPA	Duke	ENCSR939RXT
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7StanfordSitesRep1.bed.bigBed	ENCFF000MHZ	Stanford	ENCSR943EFS
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7StanfordSitesRep2.bed.bigBed	ENCFF000MIB	Stanford	ENCSR943EFS
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7StanfordRawDataRep1.fastq.gz	ENCFF000MIC	Stanford	ENCSR943EFS
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7YalegrowprotSitesRep1.bed9.bigBed	ENCFF000MIH	Stanford	ENCSR943EFS
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7YalegrowprotSitesRep2.bed9.bigBed	ENCFF000MII	Stanford	ENCSR943EFS
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7StanfordRawDataRep2.fastq.gz	ENCFF000MIJ	Stanford	ENCSR943EFS
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7StanfordSitesRep1.bed.gz	ENCFF001TPB	Stanford	ENCSR943EFS
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7StanfordSitesRep2.bed.gz	ENCFF001TPC	Stanford	ENCSR943EFS
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7UwSitesRep1.bed.bigBed	ENCFF000MID	UW	ENCSR605IIO
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7UwSitesRep2.bed.bigBed	ENCFF000MIE	UW	ENCSR605IIO
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7UwstamgrowprotSitesRep1.bed9.bigBed	ENCFF000MIF	UW	ENCSR605IIO
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7UwstamgrowprotSitesRep2.bed9.bigBed	ENCFF000MIG	UW	ENCSR605IIO
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7UwRawDataRep1.fastq.gz	ENCFF000MIL	UW	ENCSR605IIO
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7UwRawDataRep2.fastq.gz	ENCFF000MIM	UW	ENCSR605IIO
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7UwSitesRep1.bed.gz	ENCFF001TPD	UW	ENCSR605IIO
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7UwSitesRep2.bed.gz	ENCFF001TPE	UW	ENCSR605IIO
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1StanfordSitesRep1.bed.bigBed	ENCFF000MJX	Stanford	ENCSR304PMI
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1StanfordSitesRep2.bed.bigBed	ENCFF000MJY	Stanford	ENCSR304PMI
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1StanfordRawDataRep1.fastq.gz	ENCFF000MKA	Stanford	ENCSR304PMI
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1StanfordRawDataRep2.fastq.gz	ENCFF000MKD	Stanford	ENCSR304PMI
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1YalegrowprotSitesRep1.bed9.bigBed	ENCFF000MKG	Stanford	ENCSR304PMI
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1YalegrowprotSitesRep2.bed9.bigBed	ENCFF000MKI	Stanford	ENCSR304PMI
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1StanfordSitesRep1.bed.gz	ENCFF001TPU	Stanford	ENCSR304PMI
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1StanfordSitesRep2.bed.gz	ENCFF001TPV	Stanford	ENCSR304PMI
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1UwRawDataRep1.fastq.gz	ENCFF000MJZ	UW	ENCSR080YRO
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1UwstamgrowprotSitesRep2.bed9.bigBed	ENCFF000MKE	UW	ENCSR080YRO
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1UwSitesRep2.bed.bigBed	ENCFF000MKF	UW	ENCSR080YRO
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1UwSitesRep1.bed.bigBed	ENCFF000MKH	UW	ENCSR080YRO
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1UwRawDataRep2.fastq.gz	ENCFF000MKN	UW	ENCSR080YRO
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1UwSitesRep1.bed.gz	ENCFF001TPW	UW	ENCSR080YRO
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1UwSitesRep2.bed.gz	ENCFF001TPX	UW	ENCSR080YRO
wgEncodeEH001380	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNhaDukeSitesRep1.bed.bigBed	ENCFF000MJB	Duke	ENCSR530QCN
wgEncodeEH001380	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNhaDukeSitesRep2.bed.bigBed	ENCFF000MJC	Duke	ENCSR530QCN
wgEncodeEH001380	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNhaDukeRawDataRep1.fastq.gz	ENCFF000MJE	Duke	ENCSR530QCN
wgEncodeEH001380	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNhaDukeRawDataRep2.fastq.gz	ENCFF000MJO	Duke	ENCSR530QCN
wgEncodeEH001380	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNhaDukeSitesRep1.bed.gz	ENCFF001TPM	Duke	ENCSR530QCN
wgEncodeEH001380	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNhaDukeSitesRep2.bed.gz	ENCFF001TPN	Duke	ENCSR530QCN
wgEncodeEH001380	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNhaUwSitesRep1.bed.bigBed	ENCFF000MJG	UW	ENCSR472ORV
wgEncodeEH001380	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNhaUwSitesRep2.bed.bigBed	ENCFF000MJH	UW	ENCSR472ORV
wgEncodeEH001380	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNhaUwstamgrowprotSitesRep1.bed9.bigBed	ENCFF000MJI	UW	ENCSR472ORV
wgEncodeEH001380	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNhaUwstamgrowprotSitesRep2.bed9.bigBed	ENCFF000MJJ	UW	ENCSR472ORV
wgEncodeEH001380	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNhaUwRawDataRep1.fastq.gz	ENCFF000MJK	UW	ENCSR472ORV
wgEncodeEH001380	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNhaUwRawDataRep2.fastq.gz	ENCFF000MJQ	UW	ENCSR472ORV
wgEncodeEH001380	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNhaUwSitesRep1.bed.gz	ENCFF001TPO	UW	ENCSR472ORV
wgEncodeEH001380	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNhaUwSitesRep2.bed.gz	ENCFF001TPP	UW	ENCSR472ORV
wgEncodeEH001406	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsLncapDukeSitesRep1.bed.bigBed	ENCFF000MGM	Duke	ENCSR859PDD
wgEncodeEH001406	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsLncapDukeSitesRep2.bed.bigBed	ENCFF000MGN	Duke	ENCSR859PDD
wgEncodeEH001406	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsLncapDukeRawDataRep1.fastq.gz	ENCFF000MGO	Duke	ENCSR859PDD
wgEncodeEH001406	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsLncapDukeRawDataRep2.fastq.gz	ENCFF000MGS	Duke	ENCSR859PDD
wgEncodeEH001406	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsLncapDukeSitesRep1.bed.gz	ENCFF001TOP	Duke	ENCSR859PDD
wgEncodeEH001406	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsLncapDukeSitesRep2.bed.gz	ENCFF001TOQ	Duke	ENCSR859PDD
wgEncodeEH001406	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsLncapUwSitesRep1.bed.bigBed	ENCFF000MGP	UW	ENCSR439FXM
wgEncodeEH001406	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsLncapUwSitesRep2.bed.bigBed	ENCFF000MGQ	UW	ENCSR439FXM
wgEncodeEH001406	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsLncapUwRawDataRep1.fastq.gz	ENCFF000MGR	UW	ENCSR439FXM
wgEncodeEH001406	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsLncapUwRawDataRep2.fastq.gz	ENCFF000MGT	UW	ENCSR439FXM
wgEncodeEH001406	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsLncapUwSitesRep1.bed.gz	ENCFF001TOR	UW	ENCSR439FXM
wgEncodeEH001406	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsLncapUwSitesRep2.bed.gz	ENCFF001TOS	UW	ENCSR439FXM
wgEncodeEH001408	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsPanc1HaibSitesRep1.bed.bigBed	ENCFF000MKU	HAIB	ENCSR925EIW
wgEncodeEH001408	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsPanc1HaibSitesRep2.bed.bigBed	ENCFF000MKV	HAIB	ENCSR925EIW
wgEncodeEH001408	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsPanc1HaibRawDataRep1.fastq.gz	ENCFF000MKX	HAIB	ENCSR925EIW
wgEncodeEH001408	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsPanc1HaibRawDataRep2.fastq.gz	ENCFF000MKZ	HAIB	ENCSR925EIW
wgEncodeEH001408	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsPanc1HaibSitesRep1.bed.gz	ENCFF001TQC	HAIB	ENCSR925EIW
wgEncodeEH001408	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsPanc1HaibSitesRep2.bed.gz	ENCFF001TQD	HAIB	ENCSR925EIW
wgEncodeEH001408	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsPanc1UwSitesRep1.bed.bigBed	ENCFF000MKY	UW	ENCSR746DQH
wgEncodeEH001408	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsPanc1UwSitesRep2.bed.bigBed	ENCFF000MLA	UW	ENCSR746DQH
wgEncodeEH001408	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsPanc1UwRawDataRep1.fastq.gz	ENCFF000MLB	UW	ENCSR746DQH
wgEncodeEH001408	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsPanc1UwRawDataRep2.fastq.gz	ENCFF000MLC	UW	ENCSR746DQH
wgEncodeEH001408	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsPanc1UwSitesRep1.bed.gz	ENCFF001TQE	UW	ENCSR746DQH
wgEncodeEH001408	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsPanc1UwSitesRep2.bed.gz	ENCFF001TQF	UW	ENCSR746DQH
wgEncodeEH002214	hg19/wgEncodeHaibMethyl450/wgEncodeHaibMethyl450Hct116HaibSitesRep1.bigBed	ENCFF000LRH	HAIB	ENCSR000ACU
wgEncodeEH002214	hg19/wgEncodeHaibMethyl450/wgEncodeHaibMethyl450Hct116StanfordSitesRep1.bigBed	ENCFF000LRI	Stanford	ENCSR000ADF
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjG1bAlnRep1.bam	ENCFF001GIA	G1b	ENCSR000CXO
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjG1bAlnRep2.bam	ENCFF001GIB	G1b	ENCSR000CXO
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjG1bPctSignalRep1.bigWig	ENCFF001GIC	G1b	ENCSR000CXO
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjG1bPctSignalRep2.bigWig	ENCFF001GID	G1b	ENCSR000CXO
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjG1bRawDataRep1.fastq.gz	ENCFF001GIR	G1b	ENCSR000CXO
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjG1bRawDataRep2.fastq.gz	ENCFF001GIS	G1b	ENCSR000CXO
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjG2AlnRep1.bam	ENCFF001GIH	G2	ENCSR895MIM
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjG2AlnRep2.bam	ENCFF001GIJ	G2	ENCSR895MIM
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjG2PctSignalRep1.bigWig	ENCFF001GII	G2	ENCSR895MIM
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjG2PctSignalRep2.bigWig	ENCFF001GIK	G2	ENCSR895MIM
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjG2RawDataRep1.fastq.gz	ENCFF001GIU	G2	ENCSR895MIM
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjG2RawDataRep2.fastq.gz	ENCFF001GIV	G2	ENCSR895MIM
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjPkRep1.bed.gz	ENCFF001XKH		ENCSR579NVW
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjPkRep1.bigBed	ENCFF001GIL		ENCSR579NVW
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjPkRep2.bed.gz	ENCFF001XKI		ENCSR579NVW
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjPkRep2.bigBed	ENCFF001GIM		ENCSR579NVW
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjS1AlnRep1.bam	ENCFF001GIN	S1	ENCSR935ULX
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjS1AlnRep2.bam	ENCFF001GIO	S1	ENCSR935ULX
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjS1PctSignalRep1.bigWig	ENCFF001GIP	S1	ENCSR935ULX
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjS1PctSignalRep2.bigWig	ENCFF001GIQ	S1	ENCSR935ULX
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjS1RawDataRep1.fastq.gz	ENCFF001GJE	S1	ENCSR935ULX
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjS1RawDataRep2.fastq.gz	ENCFF001GIY	S1	ENCSR935ULX
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjS2AlnRep1.bam	ENCFF001GIT	S2	ENCSR750HRE
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjS2AlnRep2.bam	ENCFF001GIW	S2	ENCSR750HRE
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjS2PctSignalRep1.bigWig	ENCFF001GIX	S2	ENCSR750HRE
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjS2PctSignalRep2.bigWig	ENCFF001GIZ	S2	ENCSR750HRE
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjS2RawDataRep1.fastq.gz	ENCFF001GJJ	S2	ENCSR750HRE
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjS2RawDataRep2.fastq.gz	ENCFF001GJK	S2	ENCSR750HRE
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjS3AlnRep1.bam	ENCFF001GJA	S3	ENCSR075IID
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjS3AlnRep2.bam	ENCFF001GJB	S3	ENCSR075IID
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjS3PctSignalRep1.bigWig	ENCFF001GJC	S3	ENCSR075IID
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjS3PctSignalRep2.bigWig	ENCFF001GJD	S3	ENCSR075IID
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjS3RawDataRep1.fastq.gz	ENCFF001GJS	S3	ENCSR075IID
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjS3RawDataRep2.fastq.gz	ENCFF001GJM	S3	ENCSR075IID
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjS4AlnRep1.bam	ENCFF001GJF	S4	ENCSR852QFP
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjS4AlnRep2.bam	ENCFF001GJG	S4	ENCSR852QFP
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjS4PctSignalRep1.bigWig	ENCFF001GJH	S4	ENCSR852QFP
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjS4PctSignalRep2.bigWig	ENCFF001GJI	S4	ENCSR852QFP
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjS4RawDataRep1.fastq.gz	ENCFF001GLD	S4	ENCSR852QFP
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjS4RawDataRep2.fastq.gz	ENCFF001GJY	S4	ENCSR852QFP
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjSumSignalRep1.bigWig	ENCFF001GJL		ENCSR579NVW
